ID,Distance band,Urban/rural,Market,ISP,Headline speed,Technology,Download speed (Mbit/s) 24-hour,Download speed (Mbit/s) Max,Download speed (Mbit/s) 8-10pm weekday,Upload speed (Mbit/s)24-hour,Upload speed (Mbit/s)Max,Upload speed (Mbit/s)8-10pm weekday,DNS resolution (ms)24-hour,DNS failure (%)24-hour,DNS resolution (ms)8-10pm weekday,DNS failure (%)8-10pm weekday,Jitter up (ms)24-hour,Jitter down (ms)24-hour,Jitter up (ms)8-10pm weekday,Jitter down (ms)8-10pm weekday,Latency (ms)24-hour,Packet loss (%)24-hour,Latency (ms)8-10pm weekday,Packet loss (%)8-10pm weekday,Web page (ms)24-hour,Web page (ms)8-10pm weekday,ISP weights,Nat weights
5044,1635-1992,Urban,3,Virgin,60,Cable,62.616,62.675,62.622,3.035,3.165,3.042,10.514,0,10.298,0,1.428,0.158,1.584,0.211,8.9,0.05%,9.078,0.00%,198.887,201.959,1,
5077,1635-1992,Urban,3,BT,20,DSL,15.847,18.271,16.075,0.788,0.99,0.693,33.809,0.003,63.729,0,8.495,0.386,,,22.656,0.44%,23.458,0.12%,1140.571,2648.931,1.03,1.34
5094,763-946,Rural,1,Orange,8,DSL,4.716,5.336,4.365,0.47,0.57,0.468,34.735,0.001,34.783,0,1.24,0.401,1.384,0.844,29.903,0.14%,30.849,0.14%,904.379,981.45,,
5097,0-385,,,Plusnet,20,DSL,18.517,19.027,18.482,0.719,0.809,0.712,17.395,0,17.057,0,0.511,0.463,0.719,1.091,16.185,0.09%,15.933,0.02%,365.477,387.669,0.66,
5104,0-385,Urban,,Plusnet,20,DSL,16.575,17.988,16.126,0.387,0.469,0.387,18.712,0.001,18.78,0.002,1.085,0.383,1.092,0.496,17.587,0.09%,17.932,0.02%,669.04,690.486,0.66,
5110,2563-5000,Rural,3,TalkTalk,20,ADSL2+,1.544,2.284,1.517,0.648,0.734,0.652,38.39,0,39.401,0,0.595,0.603,0.734,0.785,29.506,0.05%,29.551,0.01%,3541.43,3399.276,0.95,2.75
5113,385-582,Urban,3,Virgin,60,Cable,50.729,62.568,50.794,2.933,3.156,2.916,26.489,0.007,28.559,0.008,7.598,0.766,8.899,0.91,14.913,0.64%,17.222,0.65%,386.912,482.883,1,
5120,1992-2563,Urban,3,Virgin,60,Cable,61.14,62.672,60.572,2.92,3.149,2.799,17.703,0,18.255,0,3.802,0.267,2.494,0.278,17.71,0.06%,17.054,0.02%,334.613,353.737,1,0.38
5137,1992-2563,Rural,2,Plusnet,8,DSL,2.94,3.409,2.985,0.384,0.438,0.38,46.751,0.003,46.561,0.006,1.252,0.72,1.182,0.919,45.019,0.46%,45.536,0.95%,1444.882,1392.385,1.05,
5138,1635-1992,Urban,2,Plusnet,20,DSL,3.249,3.831,3.289,0.447,0.921,0.475,18.998,0.006,18.244,0.003,2.461,0.83,2.732,0.759,16.626,0.53%,16.478,0.45%,1533.826,1482.321,1.19,0.19
5140,0-385,Urban,3,BT,20,DSL,17.686,19.405,17.892,0.91,0.983,0.905,32.267,0,32.452,0,0.641,0.417,0.645,0.508,31.968,0.18%,32.188,0.20%,517.4,568.588,0.91,0.45
5141,946-1143,Urban,3,Sky,20,ADSL2+,15.972,16.397,16.069,1.132,1.241,1.13,15.649,0.001,15.658,0,0.615,0.559,0.78,0.571,14.292,0.23%,14.232,0.07%,1570.279,1845.239,1.23,0.88
8554,0-385,Urban,,Plusnet,8,DSL,5.92,6.276,5.254,0.383,0.57,0.407,24.885,0.001,25.299,0.003,1.26,0.468,1.608,0.923,23.314,0.04%,23.602,0.03%,848.236,1771.223,0.92,
8555,0-385,Urban,,BT,20,DSL,11.495,11.671,11.431,1.207,1.312,1.218,14.574,0,14.661,0,0.393,0.29,0.385,0.317,16.028,0.03%,16.07,0.01%,389.288,409.317,0,
8556,763-946,Urban,1,Demon,20,DSL,13.471,14.718,12.958,1.069,1.374,1.082,15.265,0.001,19.788,0,0.525,0.534,0.671,1.116,13.489,0.24%,14.874,0.04%,402.82,397.303,,0.42
11839,2563-5000,Urban,3,Demon,20,DSL,6.12,6.379,6.193,0.874,1.101,0.841,38.661,0.004,38.131,0.009,0.573,0.424,0.589,0.434,37.17,0.83%,36.591,1.52%,1079.419,1169.94,,1.81
11840,1635-1992,Rural,3,Demon,20,DSL,4.38,4.827,4.254,0.732,0.835,0.732,36.125,0.005,35.904,0,0.676,0.488,0.696,1.775,35.597,0.66%,39.758,0.59%,1287.957,1264.739,,1.28
11841,0-385,Urban,,Demon,20,DSL,6.573,6.675,6.614,0.718,0.861,0.717,30.515,0.001,30,0,0.758,1.041,0.816,1.025,29.112,0.31%,29.238,0.19%,945.556,918.82,,
11844,0-385,Urban,,Demon,20,DSL,6.403,6.602,6.192,0.41,0.474,0.403,57.878,0.008,57.878,0,0.989,0.761,1.13,0.894,56.174,0.21%,56.543,0.14%,1328.061,1279.054,,
11846,0-385,Urban,,Demon,20,DSL,6.618,6.932,6.239,0.402,0.463,0.401,37.776,0.003,38.234,0,1.007,0.796,1.019,1.054,35.732,0.30%,36.306,0.10%,1076.237,1318.534,,
11848,0-385,Urban,,Zen,20,DSL,19.358,19.969,19.136,1.205,1.308,1.196,14.849,0,14.187,0,0.601,0.418,0.564,0.43,17.607,0.05%,17.724,0.01%,353.748,344.085,,
11849,763-946,Urban,2,BT,20,DSL,15.625,16.97,15.627,1.042,1.175,1.059,19.298,0,19.463,0,0.519,0.411,0.489,0.439,17.777,0.04%,18.407,0.02%,356.092,389.744,1.1,0.34
11850,0-385,Urban,,Demon,20,DSL,3.778,5.652,3.751,0.388,0.554,0.398,33.17,0.006,30.597,0.003,1.787,1.173,1.556,0.82,31.698,0.91%,30.546,2.48%,1403.65,1404.096,,
11857,0-385,Urban,,Demon,20,DSL,7.982,8.95,8.142,0.956,1.055,0.955,27.33,0.003,28.864,0.012,0.747,0.588,0.761,1.069,25.754,0.21%,27.407,0.31%,619.741,670.832,,
11859,0-385,Urban,,Demon,20,DSL,5.575,5.629,5.486,0.493,0.747,0.487,44.853,0.001,44.86,0,0.897,0.705,0.995,0.786,42.561,0.29%,43.042,0.05%,1387.972,1500.913,,
11864,0-385,Urban,,Demon,20,DSL,5.768,6.268,5.761,0.365,0.471,0.365,27.187,0,26.83,0,1.352,0.623,1.29,0.684,24.015,0.21%,24.27,0.01%,1022.741,1040.946,,
11870,0-385,Urban,,Demon,20,DSL,4.944,5.026,4.92,0.814,0.91,0.81,36.207,0.001,35.901,0,0.692,0.456,0.742,0.494,34.631,0.26%,34.58,0.02%,1117.604,1132.511,,
11872,0-385,Urban,,Demon,20,DSL,13.114,13.125,13.116,1.082,1.154,1.084,20.238,0.001,21.871,0,0.471,0.401,0.454,0.409,18.672,0.19%,19.916,0.00%,405.879,410.287,,
13655,2563-5000,Rural,1,Demon,8,DSL,4.715,4.853,4.664,0.351,0.487,0.359,33.451,0.001,33.28,0,1.11,0.658,1.759,0.785,31.803,0.22%,32.02,0.04%,1008.804,1043.779,,0.67
14047,1367-1635,Urban,3,Orange,20,DSL,8.227,8.513,8.324,1.236,1.413,1.247,22.291,0,22.644,0,1.439,0.431,0.956,0.365,15.756,0.04%,15.597,0.06%,554.757,524.725,1.49,
14049,582-763,Urban,3,Orange,20,DSL,16.339,17.866,16.211,1.29,1.407,1.288,24.724,0.003,24.624,0.01,0.588,0.478,0.634,0.436,17.765,0.16%,18.005,0.08%,359.957,391.805,0.74,0.47
14051,1143-1367,Urban,3,Sky,20,ADSL2+,9.479,10.669,9.387,1.106,1.19,1.104,30.459,0,30.089,0,0.523,0.473,0.524,0.496,26.545,0.43%,27.106,0.43%,1041.722,1102.578,0.86,1.01
14053,1143-1367,Urban,3,Orange,20,DSL,12.296,12.592,12.202,1.133,1.299,1.127,22.984,0,23.271,0.005,0.609,0.337,0.616,0.549,16.18,0.04%,16.359,0.09%,389.924,382.809,1.3,
14055,1367-1635,Urban,3,Virgin,60,Cable,61.895,62.698,62.606,3.034,3.135,3.037,8.466,0.001,8.315,0,1.237,0.164,1.26,0.223,7.531,0.01%,7.676,0.00%,174.424,194.701,1,
14058,0-385,Urban,3,Virgin,60,Cable,59.861,62.996,58.562,2.945,3.158,2.941,18.975,0,20.724,0,11.33,0.21,11.413,0.365,13.887,0.25%,16.231,0.05%,228.967,265.121,1,
14059,0-385,Urban,3,Virgin,60,Cable,56.26,62.673,46.519,3.032,3.141,3.036,9.685,0,10.218,0,1.397,0.258,1.682,0.497,7.664,0.08%,8.361,0.01%,163.251,181.126,1,
14061,1992-2563,Urban,3,Virgin,60,Cable,62.707,63.088,62.674,3.044,3.157,3.048,22.04,0,20.555,0,2.422,0.146,2.868,0.231,18.556,0.05%,19.285,0.02%,293.506,297.101,1,0.38
14063,2563-5000,Urban,3,Virgin,60,Cable,61.464,63.088,61.11,3.009,3.214,3.011,18.632,0.001,19.42,0,3.029,0.263,3.651,0.315,16.968,0.02%,17.317,0.03%,264.239,245.243,1,0.38
14071,1992-2563,Urban,3,Virgin,60,Cable,61.764,62.675,61.444,3.005,3.146,3.007,16.375,0,16.506,0,4.066,0.162,5.239,0.213,10.116,0.02%,9.972,0.02%,220.132,228.266,1,0.38
14072,0-385,Urban,3,Virgin,60,Cable,62.617,62.672,62.585,3.041,3.154,3.047,13.899,0,14.23,0,1.91,0.218,2.292,0.293,10.175,0.07%,11.548,0.01%,230.381,228.337,1,
14073,1635-1992,Urban,3,Virgin,20,Cable,20.373,20.706,20.351,1.183,1.263,1.176,15.579,0,16.025,0,2.34,0.45,3.166,0.726,10.765,0.06%,11.704,0.01%,350.139,382.961,1,1.48
14074,1635-1992,Urban,3,Virgin,60,Cable,58.718,62.67,57.014,2.962,3.184,2.934,23.018,0,24.705,0,6.234,0.221,9.123,0.304,19.283,0.00%,20.24,0.00%,417.633,430.031,1,
14076,2563-5000,Urban,3,Virgin,60,Cable,60.919,63.043,60.509,3.017,3.133,2.992,12.952,0,13.373,0,2.699,0.199,3.192,0.377,10.437,0.06%,11.188,0.02%,181.924,239.368,1,
14077,2563-5000,Urban,3,Virgin,60,Cable,62.388,63.049,62.663,2.957,3.128,2.789,12.074,0.003,12.598,0.006,2.745,0.183,3.476,0.295,9.843,0.40%,10.772,0.40%,532.314,711.975,1,0.38
14078,1635-1992,Urban,3,Virgin,60,Cable,61.406,63.089,60.327,3.044,3.155,3.041,12.417,0,13.581,0,2.747,0.165,3.441,0.251,16.941,0.06%,18.069,0.02%,281.313,308.208,1,
14080,946-1143,Urban,3,Virgin,60,Cable,62.559,62.676,62.584,3.048,3.141,3.055,12.975,0,12.74,0,1.293,0.219,1.401,0.231,15.199,0.01%,15.385,0.02%,287.55,250.283,1,0.38
14081,1143-1367,Urban,3,Virgin,30,Cable,32.862,33.239,33.186,1.977,2.089,1.969,14.432,0,14.425,0,1.747,0.203,1.411,0.31,12.083,0.01%,12.307,0.11%,246.906,212.771,1,0.59
14082,2563-5000,Urban,3,Virgin,60,Cable,61.026,63.073,60.449,3.033,3.148,3.022,21.873,0.002,23.152,0,3.915,0.227,4.494,0.441,15.396,0.17%,16.497,0.05%,259.655,260.673,1,0.38
14083,582-763,Urban,3,Virgin,30,Cable,32.59,33.238,32.167,2.006,2.087,1.996,14.86,0.002,14.128,0.005,1.398,0.17,1.436,0.275,12.233,0.27%,12.582,0.49%,310.43,504.813,1,0.59
14084,582-763,Urban,3,Virgin,60,Cable,59.299,62.675,55.118,3.047,3.169,3.059,12.443,0,13.165,0,1.547,0.319,2.021,0.673,12.111,0.04%,12.772,0.03%,230.419,251.203,1,
14087,1992-2563,Urban,3,Virgin,30,Cable,27.291,29.209,27.533,2.011,2.076,2.006,10.278,0,10.225,0,2.278,0.223,2.763,0.349,9.332,0.02%,10.093,0.00%,181.206,215.342,1,0.59
14089,0-385,Urban,3,Virgin,60,Cable,61.302,63.047,59.855,3.023,3.124,3.014,9.741,0,10.205,0,2.335,0.227,2.537,0.577,8.24,0.06%,8.719,0.01%,133.525,134.338,1,
14092,1635-1992,Urban,3,Virgin,60,Cable,60.106,63.064,61.269,3.045,3.169,3.042,16.543,0,15.965,0,2.679,0.122,2.931,0.193,16.749,0.17%,17.118,0.00%,272.217,249.943,1,
14095,763-946,Urban,4,Karoo,20,ADSL2+,10.963,12.17,10.927,0.871,0.936,0.88,41.939,0.001,41.64,0,0.579,0.454,0.59,0.442,41.261,0.10%,41.451,0.03%,656.448,649.092,1.33,
14098,2563-5000,Urban,4,Karoo,20,ADSL2+,3.985,4.62,3.973,0.911,0.971,0.918,14.691,0.001,14.563,0.002,0.542,0.538,0.615,0.634,13.75,0.38%,13.768,0.12%,928.328,911.351,0.58,
14099,946-1143,Urban,4,Karoo,20,ADSL2+,14.801,15.306,14.357,1.075,1.18,1.066,14.393,0.001,14.375,0,0.379,0.405,0.368,0.39,12.296,0.38%,12.603,0.37%,380.319,395.482,1.22,
14107,385-582,Urban,2,Orange,20,DSL,3.657,3.917,3.625,0.65,0.731,0.641,23.342,0.001,23.61,0.005,0.752,1.074,0.755,1.615,17.614,0.05%,18.078,0.16%,1027.461,1098.624,0.58,0.21
14112,385-582,Urban,3,Orange,20,DSL,16.921,17.995,16.549,1.26,1.425,1.253,17.042,0.003,18.5,0.008,0.794,0.563,2.832,1.217,11.806,0.16%,13.193,0.52%,316.477,413.062,0.58,0.47
14118,0-385,Urban,3,Orange,20,DSL,7.464,8.01,7.421,0.932,0.999,0.928,21.968,0,21.994,0,0.454,0.479,0.483,0.795,15.487,0.09%,15.497,0.14%,561.351,566.768,0.58,
14134,2563-5000,Urban,4,Karoo,20,ADSL2+,7.999,8.094,8.009,1.003,1.095,1.001,12.191,0,12.084,0,0.534,0.434,0.523,0.483,11.927,0.14%,12.077,0.04%,506.545,498.547,0.58,
14138,1143-1367,Urban,4,Karoo,20,ADSL2+,3.65,4.145,3.636,0.845,0.92,0.837,42.688,0.001,44.065,0.002,0.535,0.71,0.616,0.858,43.826,0.22%,47.446,0.10%,1194.617,1237.894,1.22,
14147,763-946,Urban,4,Karoo,20,ADSL2+,7.605,7.8,7.616,0.869,0.929,0.863,41.996,0.001,41.337,0.003,0.513,0.513,0.539,0.457,40.864,0.26%,40.944,0.07%,751.776,775.387,1.33,
14149,1367-1635,Urban,4,Karoo,20,ADSL2+,7.995,10.136,7.291,0.856,0.922,0.86,33.929,0.016,33.265,0.027,0.455,0.422,0.439,0.443,33.084,4.10%,31.667,7.03%,861.002,928.623,1.46,
14150,1143-1367,Urban,4,Karoo,20,ADSL2+,9.65,10.052,9.678,0.87,1.017,0.875,35.657,0.008,35.501,0.002,0.516,0.516,0.543,0.588,36.077,0.12%,36.159,0.01%,621.067,627.674,1.22,
14152,2563-5000,Urban,4,Karoo,20,ADSL2+,8.696,9.082,8.61,0.741,0.806,0.731,27.569,0.001,27.501,0,0.55,0.393,0.576,0.436,27.014,0.09%,27.033,0.14%,607.668,613.141,0.58,0.06
14165,1367-1635,Urban,3,Virgin,60,Cable,54.001,63,54.15,2.749,3.15,2.832,29.033,0.003,29.377,0,13.948,0.202,11.111,0.413,25.002,0.20%,26.768,0.03%,680.533,783.994,1,
14182,2563-5000,Urban,4,Karoo,20,ADSL2+,5.106,5.298,5.061,0.509,0.711,0.51,36.675,0.001,36.723,0.002,0.998,0.441,0.699,0.484,35.982,0.06%,36.446,0.01%,874.755,868.673,0.58,0.06
14185,385-582,Urban,4,Karoo,20,ADSL2+,10.147,10.567,10.183,0.758,0.842,0.764,34.806,0,35.033,0,0.713,0.764,0.543,0.72,33.818,0.32%,33.885,0.09%,600.791,593.111,0.97,
14188,1367-1635,Urban,4,Karoo,20,ADSL2+,3.96,4.286,3.987,0.763,0.813,0.752,13.983,0.002,13.585,0,0.589,0.538,0.603,0.559,14.659,0.09%,14.727,0.10%,1011.439,992.838,1.46,
14189,2563-5000,Urban,4,Karoo,20,ADSL2+,10.063,10.834,9.267,0.956,1.083,0.94,31.183,0,31.192,0,0.488,0.447,0.492,0.455,31.181,0.21%,31.334,0.03%,584.619,717.893,0.58,0.06
14192,1992-2563,Urban,4,Karoo,20,ADSL2+,3.171,3.317,,0.758,0.87,,14.116,0,13.533,0,0.567,0.445,,,14.066,0.02%,,,1130.157,,,
14193,946-1143,Urban,4,Karoo,20,ADSL2+,9.612,10.7,8.443,0.87,0.928,0.878,38.614,0.001,38.41,0,0.502,0.451,0.506,0.481,37.788,0.11%,37.895,0.09%,671.773,826.358,1.22,
14201,1992-2563,Urban,4,Karoo,20,ADSL2+,4.453,4.86,4.456,0.836,0.908,0.837,40.257,0.004,39.803,0,0.522,0.658,0.525,0.748,39.344,0.93%,39.33,0.23%,1014.864,995.407,0.58,
14203,946-1143,Urban,3,Virgin,60,Cable,56.004,62.447,56.59,2.894,3.226,2.907,27.293,0,26.302,0,11.358,0.176,13.288,0.264,14.784,0.01%,15.086,0.00%,349.296,368.007,1,0.38
14204,582-763,Urban,3,Virgin,60,Cable,62.317,63.065,62.015,3.026,3.161,2.961,19.266,0,18.721,0,2.98,0.186,4.217,0.688,14.652,0.01%,15.955,0.00%,237.68,243.02,1,
14206,763-946,Urban,2,Orange,20,DSL,10.457,10.543,10.444,0.829,0.949,0.831,19.56,0,19.155,0.002,0.732,0.301,0.742,0.316,15.004,0.02%,15.111,0.01%,429.826,419.209,0.74,0.36
14211,1635-1992,Urban,3,Sky,20,ADSL2+,7.981,8.429,7.989,1.062,1.152,1.06,25.089,0,24.348,0,0.549,0.46,0.596,0.481,15.424,0.18%,15.537,0.11%,2110.455,2505.56,1.44,1.55
14215,0-385,Urban,3,Orange,20,DSL,12.605,14.694,12.483,0.843,0.996,0.845,29.283,0,30.491,0,0.624,0.454,0.685,0.527,22.767,0.05%,23.173,0.03%,480.476,477.762,0.58,
14217,1367-1635,Urban,3,Sky,20,ADSL2+,3.495,3.566,3.505,0.692,0.806,0.698,29.057,0,28.895,0.002,1.046,0.592,1.031,0.867,26.5,0.11%,27.093,0.21%,1995.398,2028.869,0.86,1.01
14219,763-946,Urban,3,Orange,20,DSL,12.113,12.241,12.162,1.25,1.469,1.256,33.648,0,33.694,0,0.527,0.31,0.526,0.345,27.556,0.02%,27.599,0.03%,502.718,484.155,0.74,
14221,385-582,Urban,2,Orange,20,DSL,15.598,15.8,15.578,0.997,1.091,0.996,23.94,0,24.026,0,0.637,0.372,0.648,0.402,18.266,0.03%,18.161,0.02%,378.785,420.035,0.58,
14225,385-582,Urban,3,TalkTalk,20,ADSL2+,4.572,4.718,4.578,0.824,0.926,0.812,35.056,0,37.899,0,0.892,0.552,1.026,0.715,39.175,0.67%,41.132,0.07%,1780.763,1140.022,0.54,0.49
14227,1143-1367,Urban,3,BT,20,DSL,8.047,8.226,8.03,0.818,0.85,0.815,30.436,0.002,30.219,0,0.683,0.454,0.961,0.474,29.082,0.15%,29.285,0.07%,636.489,683.182,0.73,0.77
14229,582-763,Urban,3,Plusnet,20,DSL,10.722,11.029,10.734,0.897,0.989,0.903,28.354,0.003,28.225,0.002,0.868,0.494,0.875,0.651,27.117,0.05%,27.064,0.03%,537.482,581.966,0.99,
14233,0-385,Urban,2,Plusnet,20,DSL,18.174,19.856,17.979,1.045,1.14,1.032,28.284,0.001,28.403,0.003,1.312,0.439,1.483,0.579,27.991,0.25%,30.178,0.09%,498.046,523.555,0.66,
14242,2563-5000,Rural,1,Plusnet,8,DSL,4.23,4.277,4.203,0.44,0.563,0.45,24.325,0.001,24.325,0,1.256,0.496,1.292,0.735,22.99,0.11%,23.18,0.02%,3354.443,3359.613,,
14248,0-385,Urban,1,Plusnet,8,DSL,6.596,6.817,6.474,0.5,0.667,0.491,37.919,0,38.164,0,1.244,0.478,1.371,0.735,36.121,0.14%,36.685,0.04%,807.254,822.305,,
14251,0-385,Urban,2,Plusnet,20,DSL,18.462,18.82,,1.036,1.089,,18.675,0.002,,,0.498,0.405,,,17.042,0.08%,,,356.251,,,
14252,0-385,Urban,3,Plusnet,20,DSL,19.828,20.104,19.537,1.013,1.066,1.013,29.37,0,29.589,0,0.525,0.356,0.524,0.502,27.518,0.05%,27.649,0.01%,455.131,489.377,0.66,
14253,763-946,Urban,3,Plusnet,20,DSL,10.885,11.191,10.858,0.857,0.988,0.863,15.655,0.013,15.857,0.019,1.003,0.874,1.444,1.206,14.281,1.27%,,,535.375,514.258,0.99,
14255,2563-5000,Rural,3,BT,8,DSL,2.653,2.912,2.652,0.434,0.565,0.435,33.047,0.003,36.497,0.008,1.011,0.917,2.015,0.875,32.589,0.21%,32.89,0.36%,1516.655,1418.504,0.71,1.7
14257,763-946,Urban,4,Karoo,20,ADSL2+,7.754,8.474,7.625,1.12,1.32,1.078,12.787,0.004,13.048,0,0.568,0.443,0.613,0.485,12.298,3.91%,12.475,6.74%,549.87,545.478,1.33,
14267,385-582,Urban,3,Plusnet,8,DSL,5.434,6.802,5.118,0.451,0.695,0.427,28.466,0.006,28.768,0.002,0.804,0.533,0.859,0.732,27.089,0.37%,27.934,0.05%,1760.913,1641.232,0.92,
14269,0-385,Urban,3,Plusnet,20,DSL,16.787,17.295,16.874,0.395,0.453,0.401,23.733,0.001,21.5,0.003,2.901,0.471,1.139,0.568,19.913,0.07%,20.308,0.11%,1049.257,870.979,0.66,
14270,385-582,Urban,1,Plusnet,20,DSL,5.837,6.821,4.78,0.402,0.456,0.397,17.147,0.001,18.777,0,0.882,0.658,1.179,1.675,15.871,0.04%,17.232,0.02%,697.426,935.724,,
14271,946-1143,Urban,3,Plusnet,20,DSL,11.949,12.419,11.951,0.399,0.601,0.387,22.477,0.001,22.61,0,0.807,0.396,0.803,0.558,21.514,0.02%,21.821,0.02%,691.28,679.413,1.27,
14273,1992-2563,Urban,1,Plusnet,20,DSL,6.275,7.243,6.182,0.745,0.814,0.743,35.119,0.001,34.239,0.002,2.188,0.715,3.519,0.732,32.373,0.06%,33.426,0.08%,771.033,801.226,,
14275,0-385,Urban,2,Plusnet,20,DSL,17.302,17.788,17.259,0.913,0.965,0.913,27.073,0.001,26.825,0.002,0.712,0.708,0.721,0.771,26.263,0.05%,26.5,0.02%,815.952,985.574,0.66,
14286,1143-1367,Urban,3,TalkTalk,20,ADSL2+,5.778,6.17,5.731,0.762,0.888,0.768,24.541,0,25.251,0.002,0.638,0.587,0.708,0.659,29.113,0.06%,29.384,0.04%,1405.703,1857.382,1.9,0.96
14289,946-1143,Rural,1,BT,20,DSL,13.165,13.999,12.994,0.995,1.102,0.991,34.87,0,34.469,0,0.782,0.407,0.79,0.402,32.802,0.05%,31.965,0.00%,570.253,609.586,,0.26
14290,1635-1992,Urban,3,Orange,8,DSL,2.918,3.372,2.903,0.406,0.482,0.416,31.934,0.001,31.965,0,1.17,0.375,1.173,0.702,26.92,0.13%,27.101,0.21%,1292.907,1465.214,,0.23
14291,385-582,Urban,4,Karoo,20,ADSL2+,11.498,12.005,11.423,0.918,0.992,0.92,40.225,0.001,39.927,0,0.479,0.546,0.474,0.565,39.924,0.03%,39.984,0.00%,645.777,651.772,0.97,
14302,385-582,Urban,3,Virgin,60,Cable,53.21,62.669,52.672,2.794,3.185,2.661,36.415,0.002,41.443,0,13.057,0.278,20.206,0.332,20.606,0.02%,18.339,0.01%,523.339,602.153,1,
14410,385-582,Urban,3,Virgin,60,Cable,60.956,63.031,61.83,6.804,7.103,6.811,11.642,0.001,12.433,0.011,2.728,0.203,2.976,0.323,10.03,0.09%,10.687,0.00%,171.475,179.477,1,
14859,0-385,Urban,2,BT,20,DSL,13.6,14.071,13.496,1.221,1.326,1.239,20.344,0.001,20.397,0,0.732,0.361,0.756,0.379,18.447,0.12%,18.664,0.15%,421.931,385.198,0.91,0.2
14866,1367-1635,Urban,3,Virgin,30,Cable,30.795,31.342,30.819,2.013,2.092,1.997,14.505,0.001,14.323,0,1.817,0.176,2.187,0.232,15.648,0.08%,16.154,0.01%,281.952,280.498,1,0.59
14876,1635-1992,Urban,3,Sky,20,ADSL2+,4.315,4.461,,0.766,0.832,,12.404,0,10.514,0,0.568,0.393,,,7.377,0.08%,,,1842.878,,,
14887,2563-5000,Urban,3,Virgin,60,Cable,59.725,63.05,56.94,6.695,7.436,6.675,30.039,0.001,32.082,0,5.945,0.233,7.899,0.516,18.775,0.09%,21.222,0.02%,383.029,463.823,1,0.38
14906,1367-1635,Urban,3,Virgin,30,Cable,33.194,33.24,33.204,2.015,2.113,1.999,14.993,0.001,15.543,0.012,,,,,,,,,246.019,317.633,1,0.59
14926,385-582,Urban,3,Virgin,60,Cable,62.8,63.076,62.858,3.049,3.17,3.044,15.66,0.015,15.404,0.016,2.661,0.098,4.134,0.137,14.893,0.14%,15.159,0.01%,344.829,380.326,1,
14933,1992-2563,Urban,3,Virgin,50,Cable,51.822,56.054,,3.016,3.109,,14.64,0,14.285,0,2.512,0.158,,,12.228,1.29%,,,181.884,,,
14949,1992-2563,Urban,3,Virgin,60,Cable,56.235,63.074,47.345,3.044,3.194,3.059,16.372,0,19.532,0,3.727,0.357,7.183,0.981,13.083,0.13%,17.679,0.09%,227.974,251.002,1,0.38
14964,2563-5000,Urban,3,Virgin,20,Cable,17.413,20.463,17.35,1.155,1.234,1.148,12.719,0,13.001,0,2.609,0.23,2.996,0.585,13.755,0.29%,14.461,0.01%,267.937,267.957,1,3.61
14985,1992-2563,Rural,2,Virgin,60,Cable,57.413,62.673,56.345,2.922,3.188,2.905,27.743,0,28.156,0,10.047,0.208,10.834,0.267,18.276,0.07%,17.011,0.02%,426.752,487.064,1,0.13
14995,763-946,Urban,3,Virgin,20,Cable,19.014,20.721,18.666,1.18,1.261,1.182,13.086,0.002,15.263,0.002,3.603,1.333,5.569,1.952,11.429,0.39%,14.723,0.10%,420.551,436.18,1,0.85
15005,2563-5000,Urban,3,Virgin,60,Cable,60.928,63.024,60.461,2.992,3.179,2.978,16.057,0.007,17.979,0.005,3.043,0.302,4.238,0.364,15.437,0.51%,16.689,0.02%,261.916,263.449,1,
15007,1992-2563,Urban,3,Virgin,30,Cable,28.899,32.302,28.066,2.003,2.09,1.999,15.579,0,17.504,0,3.26,0.32,4.712,0.747,14.338,0.02%,16.363,0.00%,256.08,269.014,1,0.59
15019,5000+,Rural,1,Plusnet,20,DSL,1.764,1.944,1.747,0.405,0.466,0.399,46.574,0.001,46.86,0,1.852,0.637,1.829,0.897,44.648,0.09%,44.949,0.03%,2062.842,2060.944,,0.35
15061,946-1143,Urban,3,Virgin,20,Cable,17.857,20.535,18.422,1.165,1.31,1.16,10.77,0.008,10.5,0,3.888,0.207,4.825,0.35,10.342,0.95%,10.831,0.43%,432.281,601.782,1,0.85
15076,582-763,Urban,3,BT,8,DSL,6.572,6.783,6.53,0.424,0.484,0.42,18.789,0,19.023,0,0.87,0.302,0.646,0.377,19.092,0.04%,19.266,0.02%,940.985,873.049,0.94,0.3
15077,0-385,Urban,3,Virgin,60,Cable,60.476,63.057,60.881,3.035,3.174,3.043,14.699,0.001,15.827,0,3.377,0.23,5.51,0.374,14.149,0.05%,15.651,0.03%,236.317,261.888,1,
15080,1992-2563,Urban,3,Virgin,60,Cable,61.611,62.673,59.148,3.384,3.528,3.391,14.203,0,15.826,0,2.684,0.21,4.55,0.278,15.25,0.07%,17.366,0.11%,248.989,262.763,1,0.38
15087,582-763,Urban,3,Virgin,20,Cable,20.24,20.723,20.278,1.18,1.277,1.181,12.964,0,13.79,0,2.688,0.595,3.522,0.936,11.562,0.07%,13.146,0.03%,396.283,454.894,1,0.49
15092,385-582,Urban,2,TalkTalk,20,ADSL2+,14.228,14.626,14.189,0.906,1.021,0.904,31.362,0,31.745,0,0.872,2.944,0.9,2.972,,,,,1250.527,1291.227,0.54,0.22
