Unit_id,Distance band,Urban/rural,Market,ISP,Headline speed,Technology,Download speed (Mbit/s) 24-hour,Download speed (Mbit/s) Max,Download speed (Mbit/s) 8-10pm weekday,Upload speed (Mbit/s)24-hour,Upload speed (Mbit/s)Max,Upload speed (Mbit/s)8-10pm weekday,DNS resolution (ms)24-hour,DNS failure (%)24-hour,DNS resolution (ms)8-10pm weekday,DNS failure (%)8-10pm weekday,Jitter up (ms)24-hour,Jitter down (ms)24-hour,Jitter up (ms)8-10pm weekday,Jitter down (ms)8-10pm weekday,Latency (ms)24-hour,Packet loss (%)24-hour,Latency (ms)8-10pm weekday,Packet loss (%)8-10pm weekday,Web page (ms)24-hour,Web page (ms)8-10pm weekday,ISP weights
1674,0-385,Urban,2,Sky,20,ADSL2+,17.757,20.463,16.768,1,1.198,0.987,23.803,0.002,22.491,0.002,4.547,0.315,7.009,0.314,24.947,0.32%,25.39,0.26%,746.03,923.106,0.76
1678,1992-2563,Rural,3,TalkTalk,20,ADSL2+,3.429,3.63,3.422,0.575,0.651,0.578,32.142,0.002,34.128,0.002,0.636,0.396,0.645,0.431,37.497,0.06%,41.148,0.15%,1767.272,2278.95,0.83
1680,763-946,Rural,1,BT,8,ADSL1,5.681,6.93,5.012,0.39,0.516,0.408,57.068,0.002,58.576,0.02,1.437,0.569,1.458,1.249,54.466,0.21%,55.428,0.86%,1005.645,1284.937,
1681,1143-1367,Urban,4,Karoo,20,ADSL2+,8.471,10.481,8.14,1.106,1.222,1.118,12.78,0.058,13.739,0.051,0.574,0.49,0.537,0.568,12.344,2.85%,12.67,4.80%,921.334,1046.87,1.22
1684,1992-2563,Urban,1,Tiscali,20,ADSL1,2.726,2.979,2.757,0.761,0.84,0.772,42.402,0.001,41.995,0,0.56,0.518,0.631,0.654,38.214,0.38%,37.75,0.03%,3185.136,3287.721,
1687,0-385,Rural,1,Plusnet,20,ADSL1,6.578,6.807,6.575,0.786,0.992,0.776,32.222,0.009,43.881,0.036,1.17,1.076,1.342,2.467,29.148,0.01%,30.253,0.02%,726.113,847.56,
1707,763-946,Urban,3,Virgin,60,Cable,59.643,63.023,61.197,3.037,3.163,3.024,19.725,0,19.221,0,2.364,0.17,,,22.146,0.38%,22.346,0.00%,224.48,203.546,1
1715,0-385,Rural,1,BT,8,ADSL1,6.424,6.969,6.252,0.433,0.583,0.437,24.804,0.002,25.225,0.014,0.671,0.364,0.692,0.555,24.838,0.15%,25.359,0.40%,720.921,770.316,
1718,0-385,Urban,3,BT,20,ADSL1,12.674,16.56,12.881,0.993,1.213,0.984,14.603,0,14.731,0,0.895,0.364,1.295,0.447,13.959,0.20%,14.505,0.00%,422.212,450.145,0.86
1720,>5000,Rural,1,BT,8,ADSL1,0.712,1.203,0.712,0.442,0.564,0.436,50.304,0.009,50.34,0.038,0.889,0.981,0.702,1.392,47.81,1.39%,48.315,3.04%,6832.488,5913.721,
1729,1367-1635,Urban,3,BT,8,ADSL1,5.979,6.458,5.901,0.427,0.556,0.431,36.141,0,37.476,0,0.743,0.419,0.743,0.396,33.706,0.13%,34.079,0.03%,821.772,892.477,1.28
1734,1992-2563,Rural,1,TalkTalk,20,ADSL2+,6.84,7.006,6.808,0.895,1.028,0.898,36.999,0.001,37.42,0.002,0.816,0.435,0.843,0.506,28.376,0.07%,28.002,0.02%,691.222,685.016,
1736,385-582,Urban,2,Orange,20,ADSL1,16.244,17.229,15.707,1.22,1.376,1.221,24.532,0.001,25.311,0,0.627,0.551,0.635,0.749,17.662,0.10%,18.728,0.70%,1581.884,1970.555,0.8
1743,763-946,Urban,3,BT,20,ADSL1,14.704,15,14.701,0.756,0.809,0.753,24.343,0,24.46,0,0.625,0.466,0.643,0.481,22.812,0.06%,22.855,0.01%,414.192,413.223,1.33
1746,1143-1367,Urban,3,Sky,8,ADSL1,4.016,4.533,3.93,0.682,0.765,0.675,31.98,0.001,30.439,0,0.741,1.349,0.783,0.526,32.583,0.07%,31.814,0.24%,1682.434,1533.655,
1751,2563-5000,Urban,3,Virgin,60,Cable,55.957,62.671,54.076,2.771,3.486,2.786,12.523,0.006,12.854,0,1.881,0.299,1.73,0.482,13.062,0.05%,13.573,0.05%,265.741,253.344,1
1752,1367-1635,Rural,2,TalkTalk,20,ADSL2+,5.681,6.033,5.63,0.678,0.755,0.664,36.344,0.001,36.595,0,1.524,0.436,,,38.437,0.45%,38.814,1.10%,1585.481,2106.815,1.07
1771,946-1143,Urban,3,BT,20,ADSL1,9.45,9.866,9.461,1.175,1.277,1.188,9.129,0,9.207,0,0.409,0.373,0.397,0.393,7.749,0.04%,7.898,0.04%,402.099,409.374,0.73
1783,1635-1992,Urban,3,Tiscali,20,ADSL2+,3.228,3.237,3.226,0.759,0.859,0.755,38.965,0,38.698,0,1.001,0.571,1.052,0.58,36.005,0.02%,36.223,0.04%,1215.311,1241.513,1.07
1804,763-946,Urban,1,Plusnet,20,ADSL1,6.754,6.831,6.761,0.715,0.788,0.707,23.126,0.008,26.17,0.01,0.582,0.389,0.586,0.474,20.932,0.05%,21.201,0.01%,645.593,639.037,
1812,385-582,Urban,3,BT,20,ADSL1,13.257,13.887,13.176,0.939,1.039,0.92,21.582,0.001,21.704,0,2.811,0.602,2.69,1.08,17.963,0.09%,19.523,0.13%,439.865,478.565,0.86
1817,1367-1635,Urban,3,Plusnet,20,ADSL1,7.002,8.149,7.018,0.414,0.55,0.406,21.485,0.005,29.021,0.035,0.838,0.544,0.948,0.801,17.691,0.17%,17.816,0.27%,683.31,714.646,1.63
1821,2563-5000,Rural,1,BT,8,ADSL1,4.612,4.747,4.608,0.427,0.547,0.43,38.762,0,38.61,0,1.138,1.092,1.038,1.079,37.797,0.14%,37.445,0.10%,1308.859,1251.83,
1826,1635-1992,Urban,3,Tiscali,8,ADSL1,4.308,4.548,4.214,0.671,0.78,0.679,39.382,0,39.04,0,0.856,1.018,0.866,0.929,37.738,0.04%,39.422,0.07%,1037.408,1116.532,
1836,1143-1367,Urban,3,Sky,20,ADSL2+,7.674,9.122,8.055,0.887,1.02,0.894,17.839,0.001,16.512,0.004,0.763,1.924,0.866,0.768,19.027,0.19%,18.466,0.07%,1328.516,1075.182,0.89
1838,2563-5000,Rural,3,AOL,8,ADSL1,1.405,1.451,1.404,0.406,0.47,0.402,43.87,0.003,44.088,0.006,0.835,0.575,0.858,0.391,27.276,0.19%,33.453,0.64%,4003.219,4233.575,
1842,2563-5000,Urban,3,Virgin,30,Cable,31.454,33.342,31.504,2.005,2.091,2.005,11.109,0.002,11.563,0.008,2.767,0.228,3.644,0.435,9.931,0.07%,11.016,0.01%,184.561,198.698,1
1844,946-1143,Rural,3,BT,20,ADSL1,2.149,2.303,2.125,0.493,0.826,0.483,37.999,0,40.278,0,0.805,0.653,0.845,0.837,36.522,0.11%,43.63,0.05%,1722.61,1806.348,0.73
1845,2563-5000,Urban,2,TalkTalk,20,ADSL2+,1.54,2.135,1.446,0.681,0.801,0.676,32.763,0,31.267,0,1.2,0.874,1.149,0.912,30.604,0.26%,30.179,0.36%,3630.776,3569.923,0.83
1851,1635-1992,Urban,3,TalkTalk,20,ADSL2+,2.998,3.255,3,0.606,0.706,0.608,34.755,0,34.82,0,0.602,0.501,0.63,0.546,39.152,0.19%,39.056,0.14%,2000.446,2035.118,1.07
1858,,,,O2,20,ADSL1,15.101,16.864,14.343,1.005,1.244,0.929,21.68,0,22.127,0,1.289,0.459,2.007,0.81,18.718,0.11%,19.477,0.10%,1013.503,1303.519,
1875,1992-2563,Urban,3,Virgin,60,Cable,61.753,62.669,60.797,3.037,3.171,3.022,17.519,0.002,17.318,0,1.856,0.26,2.029,0.339,18.357,0.02%,19.448,0.11%,308.182,312.566,1
1881,1635-1992,Urban,3,Plusnet,20,ADSL1,5.17,5.361,5.207,0.445,0.479,0.444,36.675,0.009,41.831,0.024,0.936,0.513,0.964,0.645,33.975,0.16%,34.22,0.02%,885.91,890.93,1.63
1886,1635-1992,Rural,1,Tiscali,20,ADSL1,6.688,7.22,6.542,0.654,0.849,0.651,29.109,0,28.959,0,0.804,0.511,0.833,0.551,22.755,0.30%,22.318,0.17%,664.086,688.463,
1899,1992-2563,Urban,2,TalkTalk,20,ADSL2+,3.723,3.883,3.767,0.626,0.727,0.619,27.662,0.001,27.787,0,0.698,0.63,0.846,0.745,31.393,0.22%,32.234,0.11%,1063.627,1098.817,0.83
1908,0-385,Urban,2,BT,20,ADSL1,13.983,15.216,14.08,0.758,0.819,0.759,31.446,0,31.564,0,0.683,0.554,0.753,0.698,31.127,0.02%,31.519,0.01%,518.939,528.04,0.86
1916,1635-1992,Urban,2,Virgin,20,Cable,17.645,20.462,17.457,1.122,1.252,1.14,15.929,0.001,16.625,0,2.624,0.252,3.213,0.31,10.277,0.08%,11.157,0.00%,251.538,234.232,
1917,2563-5000,Rural,1,BT,20,ADSL1,2.282,2.433,2.294,0.76,0.837,0.768,21.44,0,21.254,0,0.535,0.463,0.528,0.494,20.449,0.04%,20.186,0.03%,1544.221,1558.027,
1932,2563-5000,Rural,1,Plusnet,8,ADSL1,2.86,3.329,2.882,0.401,0.463,0.406,44.968,0.005,47.52,0.011,0.836,0.706,0.91,0.776,41.355,0.08%,41.268,0.08%,2551.193,2052.198,
1935,,,,Virgin,100,Cable,91.303,93.682,90.452,10.336,11.58,10.233,12.262,0,13.992,0,1.659,0.203,1.707,0.28,10.915,0.17%,11.366,0.00%,196.255,,1
1952,946-1143,Urban,3,BT,20,ADSL1,14.103,14.738,14.241,1.191,1.274,1.2,28.611,0,28.654,0,0.514,0.427,0.535,0.446,27.695,0.07%,27.271,0.00%,473.668,454.342,0.73
1957,385-582,Urban,3,BT,20,ADSL1,10.197,10.681,10.175,0.75,0.821,0.753,29.965,0.002,30.034,0,0.566,0.391,0.55,0.396,29.843,0.09%,29.598,0.03%,568.989,569.734,0.86
1964,582-763,Urban,3,Plusnet,8,ADSL1,6.734,6.815,6.734,0.399,0.466,0.388,54.578,0.006,59.615,0.022,0.808,0.533,0.82,0.717,50.387,0.10%,50.8,0.09%,912.756,916.428,1.75
1967,,,,Orange,8,ADSL1,1.717,1.812,1.719,0.644,0.852,0.62,33.98,0.001,36.62,0,1.088,0.52,1.054,1.407,25.607,0.15%,26.661,0.60%,2071.434,2411.812,
1970,2563-5000,Urban,1,BT,8,ADSL1,2.289,2.473,2.216,0.393,0.503,0.375,57.428,0.002,64.459,0.007,1.372,1.322,1.882,2.521,52.611,0.32%,55.581,0.05%,2072.927,2128.556,
1976,0-385,Rural,1,Orange,20,ADSL1,16.507,17.61,16.224,1.279,1.417,1.28,19.343,0.002,19.345,0,0.564,0.444,0.548,0.578,13.504,0.11%,14.308,0.72%,334.408,365.474,
1979,0-385,Urban,2,Plusnet,20,ADSL1,15.408,15.483,15.412,0.886,0.971,0.885,15.734,0.004,20.082,0.027,0.546,0.511,0.561,0.726,12.13,0.02%,12.561,0.04%,317.371,353.209,0.57
1987,1367-1635,Urban,3,Virgin,60,Cable,42.306,62.602,32.351,2.529,3.087,2.617,26.881,0.003,24.094,0.002,12.253,0.526,9.071,1.563,12.513,0.06%,12.444,0.33%,459.859,516.479,1
1990,946-1143,Urban,3,BT,20,ADSL1,10.989,11.865,10.619,1.162,1.258,1.129,26.576,0.001,26.772,0,0.419,0.296,0.438,0.329,26.419,0.03%,26.9,0.04%,500.981,535.199,0.73
1991,0-385,Urban,2,TalkTalk,20,ADSL2+,6.885,6.886,6.885,0.683,0.751,0.686,,,,,0.726,0.594,0.773,0.671,31.958,0.15%,31.677,0.03%,,,0.59
1995,763-946,Urban,3,BT,20,ADSL1,8.669,10.125,8.826,0.852,0.944,0.856,11.137,0,11.821,0,0.554,0.548,0.471,0.473,9.44,0.04%,10.432,0.01%,460.846,466.856,1.33
2002,385-582,Urban,3,Sky,20,ADSL2+,14.035,14.321,13.924,1.024,1.11,1.018,16.787,0,16.807,0,0.558,0.424,0.599,0.478,15.417,0.24%,15.914,0.36%,1463.064,1500.348,0.76
2008,1143-1367,Urban,1,Zen,20,ADSL1,11.229,12.423,11.161,0.932,1.006,0.942,19.036,0,19.152,0,0.537,0.426,0.54,0.458,16.137,0.07%,16.62,0.00%,434.068,425.274,
2012,,,,Orange,20,ADSL1,5.886,8.228,6.575,0.933,1.093,0.967,16.918,0.005,19.801,0.022,0.57,0.675,0.566,1.239,9.65,0.40%,10.979,1.71%,1118.248,1945.712,
2027,385-582,Urban,3,Tiscali,20,ADSL2+,9.147,9.349,9.135,1.052,1.178,1.05,22.751,0,22.369,0,0.85,0.501,0.888,0.571,19.62,0.27%,19.852,0.00%,483.414,521.928,0.59
2056,1635-1992,Urban,3,BT,20,ADSL1,7.31,8.502,6.952,1.089,1.263,1.081,19.182,0.002,20.007,0.002,1.511,1.059,3.419,0.978,19.64,0.33%,23.011,0.42%,701.85,844.386,1.22
2057,946-1143,Urban,3,Plusnet,20,ADSL1,13.055,13.282,12.925,0.397,0.453,0.396,16.001,0.006,23.434,0.038,5.318,0.349,,,15.148,0.17%,15.921,0.15%,953.826,,1.86
2062,1992-2563,Urban,3,Virgin,20,Cable,20.526,20.723,20.591,1.181,1.258,1.178,10.862,0.003,10.425,0,1.663,0.496,1.83,0.68,11.554,0.08%,11.556,0.02%,294.962,279.331,
2069,0-385,Urban,3,BT,20,ADSL1,19.15,19.361,19.145,1.032,1.092,1.019,14.528,0,14.52,0,0.526,0.397,0.524,0.408,15.951,0.03%,16.091,0.04%,320.539,360.744,0.86
2074,1143-1367,Urban,3,BT,20,ADSL1,11.743,13.708,11.179,0.912,0.983,0.909,18.225,0.001,18.374,0.004,0.534,0.427,0.547,0.435,18.712,0.06%,18.864,0.08%,486.929,513.442,0.73
2080,1367-1635,Rural,1,Orange,8,ADSL1,5.338,6.302,4.139,0.35,0.469,0.35,36.154,0.005,38.984,0.029,1.422,1.207,1.975,2.089,29.313,0.39%,31.209,1.46%,886.617,1648.987,
2087,1143-1367,Rural,1,BT,20,ADSL1,15.862,16.945,15.741,1.041,1.148,1.032,38.26,0.001,37.647,0,0.855,0.571,0.842,0.793,38.395,0.04%,37.858,0.02%,583.356,633.085,
2090,946-1143,Urban,3,TalkTalk,20,ADSL2+,10.526,14.506,10.371,0.736,0.854,0.727,,,,,12.439,0.453,23.272,0.528,23.883,0.06%,27.754,0.02%,,,1.52
2096,385-582,Urban,1,BT,20,ADSL1,14.087,15.75,14.146,1.186,1.269,1.183,21.824,0,21.045,0,0.564,0.329,0.805,0.343,20.016,0.02%,19.554,0.01%,388.53,375.48,
2099,2563-5000,Urban,2,Orange,8,ADSL1,1.683,1.747,1.674,0.638,0.744,0.631,25.832,0.004,28.769,0.027,0.804,1.13,0.826,1.765,18.097,0.27%,20.932,1.56%,2161.665,2594.087,
2119,2563-5000,Urban,3,Virgin,60,Cable,43.203,62.681,22.915,3.044,3.161,3.043,11.569,0.002,12.381,0,1.752,0.295,2.343,0.422,14.219,0.22%,15.371,0.00%,267.306,375.888,1
2122,1992-2563,Rural,1,BT,8,ADSL1,6.433,6.867,6.282,0.437,0.6,0.443,52.323,0.002,53.304,0.017,0.896,0.399,1.113,0.453,51.096,0.20%,52.776,1.08%,949.51,1081.895,
2130,1367-1635,Urban,2,TalkTalk,20,ADSL2+,7.804,9.398,7.751,0.56,0.937,0.481,30.977,0.002,31.8,0,0.906,0.647,0.98,1.14,34.156,0.26%,35.761,0.02%,948.084,908.024,1.07
2131,763-946,Rural,1,Plusnet,20,ADSL1,12.741,13.044,12.727,1.006,1.132,0.993,34.932,0.009,39.346,0.024,0.67,0.517,0.714,0.736,31.258,0.07%,31.121,0.14%,527.841,557.449,
2138,2563-5000,Rural,2,Plusnet,20,ADSL1,1.409,1.652,1.413,0.359,0.489,0.347,38.486,0.015,43.978,0.051,0.697,0.76,0.721,0.916,35.943,0.17%,36.775,0.29%,3641.838,3440.1,1.44
2145,1992-2563,Rural,1,BT,8,ADSL1,5.32,6.742,5.105,0.389,0.446,0.395,48.28,0.001,48.645,0.011,0.876,0.558,0.855,0.7,48.07,0.20%,47.824,1.09%,1292.435,1526.77,
2148,582-763,Rural,1,TalkTalk,20,ADSL2+,15.413,16.101,15.405,0.876,1.002,0.872,25.584,0.003,25.03,0,1.107,0.477,1.101,0.482,17.023,0.08%,17.27,0.02%,466.303,370.292,
2154,1143-1367,Urban,3,Orange,20,ADSL1,11.133,11.723,11.05,1.224,1.387,1.246,29.178,0.001,29.052,0.003,0.585,0.428,0.581,0.492,25.443,0.14%,26.282,0.35%,506.823,578.411,1.07
2157,2563-5000,Rural,2,Sky,8,ADSL1,1.775,2.366,1.422,0.439,0.636,0.433,55.496,0.013,69.222,0.048,1.311,1.856,1.812,3.967,60.002,1.20%,97.895,3.65%,3568.406,4670.3,
2158,1992-2563,Urban,2,Tiscali,20,ADSL2+,4.487,4.941,4.511,1.016,1.235,1.029,34.943,0,34.769,0.002,0.912,0.35,0.458,0.389,32.911,0.12%,32.966,0.19%,994.841,963.936,0.83
2164,>5000,Rural,1,BT,8,ADSL1,2.317,2.373,2.338,0.389,0.488,0.4,46.195,0,46.431,0.002,1.411,0.625,1.22,0.688,47.11,0.04%,46.939,0.13%,3105.178,3250.972,
2173,1143-1367,Urban,3,BT,20,ADSL1,6.785,7.853,6.887,0.708,0.878,0.686,8.676,0,8.747,0.002,0.531,0.407,0.521,0.488,7.108,0.08%,7.836,0.10%,558.584,526.853,0.73
2176,>5000,Rural,1,BT,8,ADSL1,6.329,6.932,6.094,0.393,0.465,0.388,13.041,0,14.312,0,0.751,0.423,,,11.257,0.01%,12.836,0.26%,632.008,705.548,
2186,1635-1992,Urban,3,Virgin,60,Cable,60.639,62.674,58.462,2.977,3.139,3.042,12.191,0.005,12.28,0.003,1.885,0.31,2.141,0.507,8.959,0.28%,9.534,0.46%,196.185,200.034,1
2194,1992-2563,Urban,3,Sky,8,ADSL1,4.064,5.278,4.179,0.685,0.783,0.691,24.224,0,23.279,0.002,0.744,0.558,0.708,0.511,25.377,0.22%,25.345,0.12%,1541.048,1568.57,
2208,2563-5000,Urban,3,TalkTalk,20,ADSL2+,3.054,3.509,2.987,0.222,0.602,0.214,43.374,0.005,44.931,0,3.963,0.412,0.653,0.431,37.334,0.96%,35.595,1.39%,3900.177,4042.497,0.83
2217,385-582,Urban,3,Sky,20,ADSL2+,11.22,12.373,10.443,0.878,0.994,0.88,29.397,0,29.191,0,0.996,0.465,0.948,0.615,29.068,0.06%,29.37,0.05%,1447.911,1509.877,0.76
2218,1635-1992,Urban,3,TalkTalk,20,ADSL2+,1.661,1.949,1.676,0.684,0.789,0.68,41.16,0.011,41.588,0.01,1.112,0.605,1.191,0.836,45.08,0.76%,52.278,0.86%,3730.794,3532.444,1.07
2219,1992-2563,Urban,3,Virgin,60,Cable,59.203,62.993,56.321,2.927,3.154,2.902,21.085,0.002,23.831,0,9.761,0.386,6.997,0.629,13.515,0.02%,14.739,0.02%,285.592,263.582,1
2220,385-582,Urban,3,Virgin,10,Cable,10.572,16.727,5.424,0.762,0.818,0.763,58.458,0.008,80.676,0.044,0.687,0.517,0.698,1.437,49.414,0.51%,78.963,2.95%,1159.219,3167.595,
2224,763-946,Urban,3,TalkTalk,8,ADSL1,6.87,6.889,6.863,0.856,0.912,0.839,30.094,0,30.262,0,0.868,0.52,0.907,0.584,26.337,0.02%,26.78,0.01%,678.115,669.436,
2226,385-582,Urban,3,Sky,20,ADSL2+,18.453,19.103,18.246,1.027,1.101,1.016,18.812,0,18.209,0,0.721,0.37,0.742,0.407,21.66,0.03%,21.744,0.02%,878.746,1039.039,0.76
2227,2563-5000,Urban,3,O2,8,ADSL1,3.224,3.526,3.141,0.568,0.643,0.57,35.418,0.001,34.797,0,1.435,0.706,1.316,0.767,30.178,0.13%,30.414,0.10%,2309.4,,
2254,946-1143,Urban,3,Sky,20,ADSL2+,6.32,7.042,6.287,0.689,0.785,0.691,28.932,0.001,28.271,0,1.062,0.41,1.048,0.417,23.272,0.16%,23.222,0.18%,1267.427,1111.625,0.89
2255,946-1143,Urban,3,Virgin,60,Cable,62.599,62.675,62.584,3.045,3.157,3.019,12.987,0.002,12.996,0,1.304,0.173,1.418,0.235,12.642,0.03%,12.98,0.01%,228.981,241.108,1
2259,1143-1367,Urban,3,Virgin,60,Cable,57.726,62.674,52.172,3.025,3.162,3.008,19.077,0.005,19.005,0.002,1.736,0.318,1.848,0.464,14.14,0.10%,14.968,0.03%,253.81,277.316,1
2265,0-385,Urban,2,TalkTalk,20,ADSL2+,14.773,15.057,14.521,1.087,1.217,1.047,28.19,0,28.212,0,1.122,0.579,1.237,0.644,18.583,0.02%,19.292,0.01%,555.62,1195.098,0.59
2267,1367-1635,Urban,3,Sky,20,ADSL2+,11.026,11.72,10.974,0.901,0.999,0.891,27.221,0,26.976,0,0.79,0.37,0.72,0.35,34.101,0.05%,34.871,0.11%,995.977,961.035,1.02
2275,2563-5000,Rural,1,TalkTalk,20,ADSL2+,3.103,4.025,3.178,0.791,0.885,0.795,35.364,0.045,34.541,0,0.809,0.644,0.777,0.664,35.846,1.90%,37.08,0.18%,1283.588,1339.558,
2281,1992-2563,Rural,3,TalkTalk,20,ADSL2+,3.451,3.817,3.463,0.736,0.803,0.735,39.38,0.001,39.269,0,0.557,0.445,0.646,0.547,31.173,0.22%,31.329,0.06%,1642.493,1781.698,0.83
2282,1635-1992,Rural,1,BT,8,ADSL1,3.625,6.685,2.707,0.401,0.476,0.399,30.274,0,33.115,0.003,1.928,1.371,1.942,2.042,29.241,0.08%,32.09,0.16%,1746.122,2078.509,
2285,1635-1992,Urban,3,TalkTalk,20,ADSL2+,5.477,5.634,5.495,0.685,0.764,0.686,40.748,0,40.677,0,0.804,0.564,0.734,0.705,32.112,0.06%,32.359,0.02%,3997.116,4001.923,1.07
2286,582-763,,3,Sky,20,ADSL2+,13.862,14.458,13.941,0.813,0.9,0.814,42.87,0,42.442,0,0.964,0.285,1.311,0.335,34.429,0.05%,34.578,0.02%,609.78,633.122,0.89
2292,1143-1367,Urban,3,Sky,20,ADSL2+,8.09,8.459,7.955,0.884,0.993,0.88,32.52,0.001,32.969,0.002,3.554,2.69,4.698,2.784,38.161,0.14%,37.813,0.18%,1544.735,1334.537,0.89
2306,582-763,Urban,3,Plusnet,20,ADSL1,7.468,8.099,7.428,0.894,0.957,0.887,18.782,0.006,21.563,0.016,0.609,0.333,0.782,0.474,15.706,0.73%,15.422,0.85%,563.266,574.894,0.72
2313,946-1143,Rural,1,TalkTalk,8,ADSL1,5.642,5.939,5.544,0.42,0.509,0.433,34.006,0,35.598,0,1.342,0.389,1.441,0.98,27.834,0.02%,28.648,0.06%,803.849,746.295,
2320,582-763,Urban,3,Sky,20,ADSL2+,13.004,13.197,12.887,0.965,1.082,0.956,18.286,0.002,17.921,0,0.769,0.393,0.957,0.621,14.297,0.22%,14.471,0.36%,704.58,732.422,0.89
2323,0-385,Urban,3,Orange,20,ADSL1,12.66,13.165,12.513,1.05,1.15,1.054,31.148,0.006,34.174,0.046,0.738,0.491,0.718,0.649,25.725,0.32%,26.747,1.76%,593.403,1306.739,0.8
2324,582-763,Urban,3,Sky,20,ADSL2+,15.078,15.605,15.016,1.152,1.315,1.145,21.898,0.001,20.931,0,0.708,0.461,0.707,0.422,15.877,0.01%,15.94,0.00%,1353.122,1008.897,0.89
2331,2563-5000,Urban,3,Virgin,30,Cable,25.725,31.127,25.789,1.921,2.075,1.924,15.893,0.006,16.448,0.008,2.814,0.393,3.781,0.65,13.245,0.33%,14.496,0.95%,305.084,312.895,1
2334,946-1143,Urban,3,Virgin,8,ADSL1,5.011,6.56,4.589,1.171,1.27,1.173,57.171,0.002,167.693,0,1.045,0.811,,,47.053,0.05%,143.2,0.04%,1251.812,2981.729,
2335,1367-1635,Urban,3,Virgin,60,Cable,62.887,63.087,62.868,3.048,3.149,3.051,14.353,0.002,14.174,0.002,2.51,0.168,3.045,0.168,12.606,0.03%,13.021,0.01%,186.928,205.247,1
2338,946-1143,Urban,3,Sky,20,ADSL2+,13.017,14.042,12.668,0.923,1.049,0.918,24.957,0.001,24.091,0.002,0.82,0.4,0.764,0.494,26.127,0.13%,25.912,0.08%,1430.076,1191.658,0.89
2343,1367-1635,Urban,3,Virgin,60,Cable,61.386,63.068,60.432,2.982,3.171,2.925,17.754,0.002,20.805,0,5.012,0.328,8.232,0.683,14.197,0.07%,17.497,0.62%,226.705,284.11,1
2352,763-946,Urban,2,BT,20,ADSL1,14.916,16.368,15.1,1.185,1.283,1.178,25.441,0.001,25.433,0,0.544,0.395,0.582,0.407,25.121,0.06%,25.194,0.01%,445.734,437.876,1.33
2353,1635-1992,Urban,3,Sky,20,ADSL2+,5.019,5.163,5.021,0.683,0.771,0.689,29.883,0,29.307,0.002,1.133,0.39,1.19,0.724,28.906,0.05%,29.997,0.08%,1424.375,1547.189,1.02
2360,1143-1367,Urban,3,O2,20,ADSL2+,1.497,1.745,1.489,0.154,0.22,0.148,37.946,0.001,37.565,0,2.663,0.825,2.678,0.799,35.681,0.12%,36.212,0.06%,2841.379,2592.176,0.8
2366,763-946,Urban,2,Virgin,20,Cable,17.829,20.465,17.496,1.183,1.256,1.182,16.367,0.003,15.28,0.002,2.294,0.274,2.525,0.638,13.623,0.11%,14.21,0.01%,260.461,257.961,
2367,1635-1992,Urban,3,Plusnet,8,ADSL1,3.839,4.805,3.789,0.354,0.522,0.362,34.84,0.01,39.565,0.03,1.007,0.615,1.14,0.892,31.824,0.29%,32.19,0.23%,1197.315,1324.163,0.78
2368,582-763,Urban,3,TalkTalk,8,ADSL1,2.895,3.121,2.905,0.611,0.759,0.591,43.466,0.001,50.215,0,0.938,0.715,1.206,0.892,33.675,0.12%,35.975,1.22%,1337.768,1430.85,
2371,385-582,Urban,3,Plusnet,20,ADSL1,6.641,6.688,6.643,0.4,0.453,0.405,22.191,0.007,27.753,0.034,1.03,0.414,1.176,0.753,19.157,0.07%,19.636,0.01%,648.226,706.105,0.57
2374,0-385,Rural,1,BT,8,ADSL1,6.224,7.001,5.889,0.375,0.487,0.345,40.824,0.001,47.65,0,1.906,0.478,6.746,1.217,37.527,0.12%,45.536,0.29%,1050.127,1742.852,
2377,946-1143,Urban,3,BT,20,ADSL1,15.408,15.968,15.371,1.089,1.193,1.081,23.387,0.001,23.509,0,0.571,0.387,0.551,0.415,22.652,0.04%,22.654,0.07%,412.44,440.262,0.73
2393,0-385,Urban,3,Plusnet,20,ADSL1,15.642,16.388,15.509,0.432,0.479,0.426,17.869,0.009,23.802,0.029,1.011,0.602,1.569,1.23,15.471,0.03%,17.341,0.02%,661.743,709.409,0.57
2394,582-763,Urban,3,BT,20,ADSL1,14.289,15.306,14.266,1.178,1.272,1.173,17.641,0.001,17.753,0.002,0.397,0.367,0.375,0.344,16.889,0.11%,16.896,0.10%,378.881,400.808,1.33
2399,0-385,Urban,3,Sky,20,ADSL2+,15.073,15.905,14.977,0.628,0.784,0.618,26.837,0,26.242,0,0.918,0.396,0.909,0.4,28.117,0.77%,28.49,0.01%,577.795,589.698,0.76
2401,1992-2563,Urban,3,O2,8,ADSL1,3.722,3.771,3.713,0.955,1.02,0.96,26.362,0.001,25.797,0,0.679,0.697,0.64,0.776,21.652,0.07%,21.62,0.01%,2034.74,1935.376,
2412,1367-1635,Urban,3,Sky,20,ADSL2+,2.796,3.53,2.658,0.625,0.778,0.621,28.299,0.002,28.541,0.002,0.845,0.554,0.95,0.57,25.583,0.98%,26.312,0.03%,2014.744,2011.035,1.02
2413,763-946,Urban,3,Virgin,60,Cable,61.66,63.038,60.953,3.011,3.165,3.004,28.424,0.003,26.252,0,4.3,0.239,4.787,0.438,21.156,0.02%,21.555,0.02%,312.801,361.23,1
