Unit_id,Distance band,Urban/rural,Market,ISP,Headline speed,Technology,Download speed (Mbit/s) 24-hour,Download speed (Mbit/s) Max,Download speed (Mbit/s) 8-10pm weekday,Upload speed (Mbit/s)24-hour,Upload speed (Mbit/s)Max,Upload speed (Mbit/s)8-10pm weekday,DNS resolution (ms)24-hour,DNS failure (%)24-hour,DNS resolution (ms)8-10pm weekday,DNS failure (%)8-10pm weekday,Jitter up (ms)24-hour,Jitter down (ms)24-hour,Jitter up (ms)8-10pm weekday,Jitter down (ms)8-10pm weekday,Latency (ms)24-hour,Packet loss (%)24-hour,Latency (ms)8-10pm weekday,Packet loss (%)8-10pm weekday,Web page (ms)24-hour,Web page (ms)8-10pm weekday,ISP weights
FTTC,582-763,Urban,2,FTTC ,40,FTTC,37.246,37.831,37.017,9.557,9.914,9.54,10.976,0,10.011,0,0.35,0.349,0.339,0.383,6.112,0.17%,6.122,0.01%,174.809,175.943,1
FTTC,385-582,Urban,3,FTTC ,80,FTTC,56.867,64.103,59.485,13.536,13.979,13.537,8.458,0.002,8.483,0.012,0.251,0.451,0.24,0.649,7.076,0.21%,7.279,0.12%,206.699,147.938,1
FTTC,1367-1635,Rural,2,FTTC ,40,FTTC,24.428,27.365,25.108,6.824,7.769,6.796,26.492,0.006,28.371,0.029,0.408,0.417,0.446,0.623,24.791,0.02%,24.866,0.05%,370.454,410.081,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,23.081,26.35,22.861,9.698,10.299,9.733,21.218,0,20.59,0,8.328,1.349,9.773,1.438,22.321,0.04%,23.069,0.05%,348.997,349.569,1
FTTC,1367-1635,Urban,3,FTTC ,40,FTTC,36.601,37.492,36.059,9.67,10.139,9.593,20.683,0.009,24.417,0.035,0.853,0.291,0.57,0.663,17.104,0.07%,17.041,0.04%,261.036,266.381,1
FTTC,,,,FTTC ,80,FTTC,69.367,72.452,69.536,18.58,20.068,18.62,18.205,0,18.661,0,0.25,0.304,0.269,0.325,17.086,0.01%,17.769,0.03%,263.398,247.798,1
FTTC,385-582,Urban,3,FTTC ,40,FTTC,37.642,37.975,37.704,9.749,10.088,9.702,13.296,0,13.144,0,0.24,0.17,0.233,0.186,12.96,0.04%,13.044,0.01%,228.113,220.54,1
FTTC,2563-5000,Urban,2,FTTC ,40,FTTC,33.998,36.67,33.429,9.707,10.233,9.708,17.483,0.007,21.294,0.021,0.391,0.591,0.427,0.757,14.648,0.01%,14.876,0.00%,275.147,274.391,1
FTTC,0-385,Urban,3,FTTC ,80,FTTC,72.602,74.809,71.192,18.823,19.339,18.821,13.262,0,13.533,0,0.403,0.383,0.587,0.481,12.746,0.03%,12.623,0.01%,205.71,221.741,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,32.795,36.263,32.81,1.912,1.999,1.921,29.332,0,28.863,0,0.516,0.483,0.654,0.51,20.074,0.03%,20.205,0.01%,306.489,,1
FTTC,946-1143,Urban,3,FTTC ,40,FTTC,36.413,38.091,32.745,10.119,10.975,10.112,12.02,0,11.413,0,0.248,0.291,0.262,0.305,13.271,0.08%,13.341,0.01%,230.128,218.913,1
FTTC,2563-5000,Rural,3,FTTC ,40,FTTC,24.654,26.148,24.629,1.874,1.973,1.876,25.577,0,25.793,0,0.334,0.223,0.426,0.251,24.471,0.08%,24.676,0.14%,379.376,400.22,1
FTTC,1367-1635,Urban,3,FTTC ,40,FTTC,29.502,37.596,29.045,9.552,10.294,9.604,14.5,0.002,13.927,0.012,0.612,0.975,0.601,0.958,22.612,0.81%,22.01,1.08%,321.795,305.971,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,72.838,74.81,73.143,16.419,19.528,16.972,23.033,0.001,21.792,0,5.092,0.748,4.192,0.785,23.254,0.08%,21.809,0.01%,459.231,378.265,1
FTTC,1635-1992,Urban,3,FTTC ,40,FTTC,37.652,37.915,37.675,9.697,10.021,9.693,12.141,0,11.786,0,0.234,0.174,0.27,0.169,9.18,0.11%,9.385,0.02%,174.464,180.408,1
FTTC,>5000,Urban,2,FTTC ,40,FTTC,37.593,38.262,37.502,9.731,10.046,9.737,29.124,0,27.592,0,0.988,0.339,0.442,0.346,20.458,0.05%,19.978,0.00%,298.451,294.455,1
FTTC,1143-1367,Urban,2,FTTC ,40,FTTC,37.5,38.104,37.472,9.68,10.117,9.652,19.875,0,21.236,0.002,0.364,0.235,0.363,0.273,17.574,0.01%,17.759,0.01%,290.446,265.146,1
FTTC,1992-2563,Urban,3,FTTC ,40,FTTC,23.798,37.247,24.746,9.64,10.429,9.701,17.111,0.004,21.409,0.013,2.124,0.888,2.194,1.379,13.614,0.23%,15.397,0.02%,354.413,406.19,1
FTTC,1635-1992,Urban,3,FTTC ,80,FTTC,60.686,66.689,60.038,18.118,19.284,18.12,13.062,0.002,13.649,0,0.375,0.34,0.411,0.35,11.189,0.10%,11.767,0.00%,204.011,188.127,1
FTTC,1635-1992,Urban,3,FTTC ,40,FTTC,37.403,37.936,37.312,9.739,10.114,9.752,16.434,0,15.528,0,0.515,0.419,0.938,0.612,17.723,0.03%,17.661,0.02%,451.752,605.004,1
FTTC,1143-1367,Urban,3,FTTC ,80,FTTC,67.045,68.021,66.167,18.945,19.564,19.026,13.868,0,13.947,0,0.324,0.351,0.323,0.37,13.7,0.04%,13.605,0.16%,221.065,202.819,1
FTTC,1635-1992,Urban,3,FTTC ,40,FTTC,36.647,37.269,36.605,7.706,8.021,7.68,20.29,0,19.62,0,0.345,0.201,0.339,0.233,14.733,0.03%,14.775,0.00%,225.578,225.353,1
FTTC,1143-1367,Urban,1,FTTC ,40,FTTC,15.089,16.532,15.656,4.695,4.985,4.776,37.09,0.005,40.566,0.015,0.4,0.305,0.393,0.433,32.808,0.03%,33.045,0.01%,537.057,526.442,1
FTTC,1143-1367,Urban,3,FTTC ,80,FTTC,58.842,59.235,58.697,10.196,11.449,10.14,21.582,0,21.59,0,0.267,0.245,0.263,0.275,20.671,0.04%,20.414,0.00%,303.633,305.388,1
FTTC,2563-5000,Urban,3,FTTC ,80,FTTC,62.369,74.067,58.427,18.832,19.382,18.823,17.694,0,17.414,0,0.386,0.419,0.578,0.609,21.871,0.03%,22.088,0.06%,315.092,354.089,1
FTTC,2563-5000,Rural,3,FTTC ,40,FTTC,35.875,36.79,35.033,9.755,10.365,9.785,23.932,0.004,26.851,0.008,0.624,0.296,,,22.335,0.01%,22.468,0.02%,327.057,362.577,1
FTTC,1367-1635,,3,FTTC ,80,FTTC,64.615,66.203,63.587,18.801,19.341,18.798,20.808,0,20.833,0,0.299,0.325,0.288,0.33,20.154,0.02%,20.216,0.00%,321.357,370.077,1
FTTC,2563-5000,Urban,3,FTTC ,80,FTTC,36.667,50.287,28.106,8.467,9.228,8.457,34.523,0.001,34.214,0.006,0.791,0.433,0.49,0.845,32.905,0.17%,32.48,0.42%,459.421,532.96,1
FTTC,582-763,Urban,3,FTTC ,80,FTTC,73.577,74.945,71.76,17.212,17.712,17.164,14.075,0,14.156,0,0.276,0.244,0.273,0.269,13.35,0.05%,13.43,0.04%,215.481,208.528,1
FTTC,1635-1992,Urban,3,FTTC ,80,FTTC,74.501,74.835,74.158,18.899,19.367,18.897,12.137,0,12.221,0,0.273,0.282,0.225,0.428,13.164,0.05%,12.975,0.19%,205.503,191.039,1
FTTC,1143-1367,Urban,2,FTTC ,80,FTTC,50.338,50.672,50.542,18.763,19.464,18.615,17.707,0,17.723,0,0.309,0.317,0.323,0.329,15.829,0.12%,15.603,0.01%,254.651,267.165,1
FTTC,1992-2563,Rural,1,FTTC ,40,FTTC,35.167,36.497,35.07,9.107,10.205,9.094,23.369,0.007,27.546,0.022,0.336,0.317,0.369,0.463,20.855,0.03%,21.242,0.02%,319.995,341.461,1
FTTC,1635-1992,Urban,3,FTTC ,80,FTTC,67.666,72.865,66.661,18.93,19.498,18.948,20.379,0,21.166,0,0.252,0.276,0.262,0.545,14.912,0.06%,15.292,0.04%,240.952,251.035,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,37.233,37.988,36.743,9.604,9.926,9.599,8.485,0.001,7.41,0,0.381,0.339,0.416,0.38,10.556,0.01%,10.795,0.02%,189.941,204.849,1
FTTC,763-946,,2,FTTC ,40,FTTC,35.495,37.742,31.12,9.917,10.789,9.881,29.394,0.001,29.866,0,0.258,0.313,0.295,0.924,21.751,0.12%,22.084,0.44%,345.788,454.26,1
FTTC,,,,FTTC ,80,FTTC,62.631,71.55,61.972,18.787,19.121,18.942,19.914,0,19.724,0,0.285,0.269,0.3,0.285,20.554,0.12%,20.91,0.04%,294.482,358.085,1
FTTC,1143-1367,Urban,3,FTTC ,40,FTTC,29.264,34.496,28.836,9.711,10.131,9.665,29.111,0,29.221,0,0.413,0.431,0.395,0.423,27.579,0.09%,28.11,0.07%,412.149,433.374,1
FTTC,0-385,Urban,3,FTTC ,40,FTTC,31.991,35.599,32.2,7.832,8.174,7.952,12.334,0,11.686,0,0.245,0.416,0.235,0.201,7.094,0.03%,7.083,0.07%,181.459,293.315,1
FTTC,1992-2563,Urban,3,FTTC ,40,FTTC,32.496,36.9,32.729,1.892,1.99,1.894,21.911,0,22.641,0,0.941,0.539,1.651,0.842,26.574,0.09%,27.896,0.22%,413.584,451.817,1
FTTC,1635-1992,Urban,3,FTTC ,80,FTTC,73.732,74.916,73.35,17.242,19.587,17.306,20.6,0.001,20.449,0,0.65,0.301,0.295,0.315,19.632,0.14%,19.609,0.08%,339.132,307.613,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,37.453,37.905,37.646,10.122,11.005,10.034,13.77,0,13.16,0,0.336,0.433,0.301,0.339,10.56,0.04%,10.61,0.00%,187.091,169.633,1
FTTC,2563-5000,Rural,3,FTTC ,40,FTTC,26.449,27.723,26.492,6.285,6.715,6.265,30.919,0,30.895,0.002,0.371,0.333,0.343,0.369,30.044,0.07%,30.079,0.04%,439.874,432.21,1
FTTC,0-385,Urban,2,FTTC ,80,FTTC,69.883,72.143,69.794,18.682,19.292,18.581,13.923,0.001,13.972,0.002,0.274,0.216,0.237,0.216,13.304,0.13%,13.422,0.02%,223.677,220.835,1
FTTC,385-582,Urban,3,FTTC ,80,FTTC,70.896,73.059,68.481,18.673,19.221,18.59,14.739,0.004,18.305,0.021,0.241,0.253,0.308,0.519,11.095,0.02%,11.311,0.01%,195.931,217.996,1
FTTC,2563-5000,Rural,1,FTTC ,15-fibre,FTTC,18.611,20.976,18.875,1.639,2.101,1.542,32.361,0.001,32.575,0.002,0.481,0.514,0.536,0.402,32.478,0.12%,33.729,0.18%,518.3,702.759,
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,58.358,59.548,57.869,13.963,14.592,13.923,8.1,0,9.147,0,0.448,0.365,0.461,0.423,13.296,0.02%,13.484,0.02%,233.726,244.292,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,30.607,31.273,30.356,6.363,6.499,6.357,10.961,0,11.058,0,0.324,0.197,0.311,0.231,8.982,0.08%,9.004,0.08%,186.548,188.932,1
FTTC,946-1143,Urban,3,FTTC ,40,FTTC,35.737,37.87,35.698,9.359,9.947,9.494,11.405,0,10.39,0,0.433,0.341,0.377,0.311,6.692,0.06%,6.971,0.10%,274.857,473.393,1
FTTC,1635-1992,Rural,2,FTTC ,80,FTTC,72.302,74.954,71.876,18.476,20.456,18.262,23.134,0,23.363,0,0.2,0.187,0.194,0.199,22.499,0.02%,22.214,0.04%,334.433,347.421,1
FTTC,763-946,Urban,3,FTTC ,80,FTTC,49.658,50.313,48.361,9.675,10.597,9.69,21.29,0,21.538,0,0.255,0.224,0.253,0.299,19.813,0.11%,20.028,0.04%,311.146,325.62,1
FTTC,582-763,Urban,3,FTTC ,80,FTTC,58.149,60.325,58.046,17.084,18.343,17.151,27.174,0,27.389,0,0.338,0.392,0.456,0.504,31.914,0.02%,32.159,0.04%,462.488,508.869,1
FTTC,763-946,Urban,3,FTTC ,80,FTTC,72.665,74.883,71.144,19.157,21.345,18.908,8.629,0,8.614,0,0.3,0.29,0.259,0.259,6.96,0.05%,6.976,0.04%,140.284,128.689,1
FTTC,2563-5000,Urban,3,FTTC ,80,FTTC,51.314,51.71,51.082,16.613,17.13,16.629,14.546,0.001,14.681,0,0.234,0.185,0.231,0.251,14.8,0.21%,14.901,0.05%,241.341,248.617,1
FTTC,1635-1992,Urban,3,FTTC ,80,FTTC,51.46,52.977,51.638,17.367,19.223,16.977,28.733,0,28.915,0,0.766,0.908,0.773,0.906,28.484,0.01%,28.522,0.02%,493.648,470.103,1
FTTC,1367-1635,Urban,3,FTTC ,40,FTTC,37.328,37.788,36.798,1.937,2.015,1.94,17.113,0.002,17.54,0,0.469,0.385,0.485,0.56,7.434,0.04%,7.881,0.01%,387.6,276.443,1
FTTC,582-763,Urban,2,FTTC ,80,FTTC,75.224,75.545,75.224,18.888,20.037,18.914,,,,,0.32,0.327,0.349,0.359,9.213,0.04%,9.346,0.03%,,,1
FTTC,1992-2563,Urban,3,FTTC ,40,FTTC,37.074,38.55,36.889,9.634,9.958,9.621,17.954,0,17.947,0,0.363,0.332,0.354,0.385,17.21,0.07%,17.487,0.09%,264.985,277.819,1
FTTC,,,,FTTC ,80,FTTC,73.419,75.209,70.547,19.022,20.12,19.083,14.809,0,14.85,0,0.332,0.36,0.345,0.396,13.769,0.01%,14.009,0.01%,234.022,227.704,1
FTTC,1143-1367,Urban,3,FTTC ,80,FTTC,47.947,48.42,48.033,17.643,20.135,17.586,24.405,0,24.388,0.004,0.234,0.225,0.211,0.237,24.1,0.04%,24.26,0.03%,344.125,331.276,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,74.149,74.827,73.765,18.775,20.432,18.731,15.815,0,15.828,0,0.327,0.36,0.321,0.379,15.552,0.03%,15.565,0.00%,229.234,249.017,1
FTTC,582-763,Urban,2,FTTC ,80,FTTC,72.69,73.174,72.345,18.859,19.411,18.861,10.76,0.007,14.81,0.016,0.231,0.269,0.232,0.435,8.527,0.04%,8.6,0.01%,157.691,135.834,1
FTTC,,,,FTTC ,80,FTTC,46.261,48.528,46.331,13.076,13.679,12.971,23.234,0,23.344,0,0.437,0.398,0.714,0.571,22.646,0.05%,22.77,0.03%,335.832,367.364,1
FTTC,2563-5000,Urban,3,FTTC ,80,FTTC,50.273,50.614,49.95,18.854,20.794,18.813,22.731,0,22.84,0,0.252,0.201,0.319,0.213,21.607,0.04%,21.462,0.02%,317.592,315.15,1
FTTC,,,,FTTC ,80,FTTC,71.207,74.9,69.967,18.795,19.263,18.689,18.255,0,18.006,0,0.307,0.323,0.3,0.342,17.542,0.03%,18.508,0.01%,255.377,292.399,1
FTTC,385-582,Urban,3,FTTC ,80,FTTC,68.021,70.268,66.191,18.046,19.087,18.03,28.375,0,28.38,0,0.211,0.273,0.27,0.288,27.336,0.03%,27.5,0.00%,378.51,376.908,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,27.717,38.137,24.151,1.989,2.089,1.985,14.396,0,18.196,0,3.407,0.644,5.179,1.205,15.636,0.08%,19.852,0.01%,281.525,387.537,1
FTTC,763-946,Urban,3,FTTC ,80,FTTC,60.348,61.483,60.39,18.559,20.24,18.637,19.523,0,19.521,0,0.326,0.364,0.32,0.407,18.646,0.06%,19.034,0.01%,277.78,306.247,1
FTTC,1143-1367,Urban,3,FTTC ,80,FTTC,56.935,68.562,57.15,14.25,15.595,14.291,28.471,0,28.621,0,0.285,0.318,0.43,0.331,27.789,0.04%,27.899,0.01%,404.826,443.928,1
FTTC,1143-1367,Urban,3,FTTC ,40,FTTC,30.489,31.734,30.231,6.386,6.677,6.358,23.204,0,22.349,0,0.354,0.396,0.356,0.412,19.683,0.04%,19.734,0.01%,308.843,308.887,1
FTTC,946-1143,Urban,3,FTTC ,80,FTTC,66.746,73.103,62.797,18.827,19.355,18.841,14.08,0.001,14.167,0,0.213,0.371,0.215,1.11,13.683,0.04%,13.75,0.00%,221.065,277.658,1
FTTC,385-582,Urban,3,FTTC ,80,FTTC,58.681,60.26,58.311,18.048,18.897,17.73,14.06,0,14.222,0,0.218,0.21,0.208,0.345,13.272,0.06%,13.226,0.06%,211.842,260.199,1
FTTC,1367-1635,Rural,1,FTTC ,80,FTTC,73.109,75.16,72.358,20.235,21.012,20.297,18.774,0,18.742,0,0.497,0.216,0.48,0.257,16.8,0.05%,16.787,0.00%,253.089,240.541,1
FTTC,2563-5000,Urban,3,FTTC ,80,FTTC,68.305,70.252,66.152,18.778,19.286,18.664,25.812,0.005,32.422,0.032,0.269,0.324,0.287,0.554,22.509,0.04%,22.834,0.01%,326.426,318.071,1
FTTC,2563-5000,Urban,2,FTTC ,80,FTTC,56.001,57.435,55.811,18.792,19.644,18.838,9.86,0.001,9.877,0,0.236,0.215,0.247,0.28,8.19,0.03%,8.277,0.02%,157.352,157.702,1
FTTC,763-946,Urban,3,FTTC ,80,FTTC,64.357,74.954,45.534,18.545,19.22,18.622,21.154,0.003,21.128,0,0.334,0.472,0.375,0.837,13.966,0.17%,14.663,0.51%,246.873,351.365,1
FTTC,1635-1992,Urban,3,FTTC ,80,FTTC,73.338,74.931,72.452,18.882,20.263,18.86,8.07,0.001,8.156,0,0.32,0.354,0.318,0.376,5.954,0.08%,6.062,0.03%,136.263,163.082,1
FTTC,1143-1367,Urban,3,FTTC ,80,FTTC,71.678,74.845,71.423,17.737,19.048,17.841,24.691,0,24.922,0,0.325,0.261,0.401,0.311,24.246,0.11%,23.937,0.03%,355.531,333.791,1
FTTC,1143-1367,Urban,3,FTTC ,80,FTTC,57.896,65.212,56.422,18.723,19.197,18.736,13.269,0,13.571,0,0.192,0.241,0.191,0.284,11.253,0.06%,11.52,0.02%,184.692,225.487,1
FTTC,1367-1635,Urban,3,FTTC ,80,FTTC,59.714,66.702,59.064,17.324,18.734,17.347,14.859,0,14.222,0,1.268,0.191,0.471,0.209,14.189,0.05%,13.317,0.03%,212.652,249.462,1
FTTC,385-582,Urban,3,FTTC ,80,FTTC,69.843,74.775,63.249,9.937,10.687,9.972,10.945,0,12.059,0.004,0.375,0.479,0.391,0.931,9.574,0.09%,10.291,0.35%,177.535,187.698,1
FTTC,582-763,Urban,3,FTTC ,80,FTTC,74.313,74.787,74.222,18.646,19.038,18.682,8.974,0,8.978,0,0.204,0.186,0.202,0.241,7.171,0.04%,7.215,0.01%,134.085,123.416,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,33.115,37.585,32.989,1.909,1.992,1.911,15.831,0,15.636,0,0.541,0.432,0.565,0.418,20.529,0.01%,20.698,0.01%,309.716,348.589,1
FTTC,1992-2563,Rural,1,FTTC ,80,FTTC,69.705,74.358,67.334,18.834,19.502,18.779,24.716,0,24.825,0,0.198,0.186,0.199,0.219,24.641,0.67%,24.638,0.22%,355.144,370.937,1
FTTC,582-763,Urban,3,FTTC ,80,FTTC,47.204,58.44,47.204,11.169,12.576,11.238,31.462,0,31.322,0,0.419,0.382,0.502,0.512,29.835,0.07%,29.864,0.03%,421.226,444.347,1
FTTC,946-1143,Urban,3,FTTC ,40,FTTC,22.119,26.241,20.594,18.701,19.373,18.448,30.997,0.009,35.535,0.036,0.539,7.225,0.506,7.1,28.679,0.08%,28.948,0.00%,377.67,411.859,1
FTTC,1143-1367,Urban,3,FTTC ,40,FTTC,37.615,38.056,37.416,10.128,11.17,10.113,13.575,0,12.675,0,0.246,0.27,0.244,0.28,10.325,0.13%,10.365,0.01%,172.126,171.499,1
FTTC,2563-5000,Urban,3,FTTC ,80,FTTC,65.522,67.787,65.182,18.741,19.153,18.732,13.026,0,13.334,0,0.263,0.27,0.263,0.296,14.616,0.06%,14.546,0.10%,229.205,259.156,1
FTTC,1992-2563,Urban,2,FTTC ,80,FTTC,68.61,72.735,66.858,18.636,19.17,18.357,16.736,0.006,21.026,0.025,0.336,0.401,0.359,0.7,13.246,0.02%,13.515,0.01%,214.784,239.09,1
FTTC,2563-5000,Urban,3,FTTC ,80,FTTC,49.671,50.541,49.506,13.879,14.309,13.868,21.362,0,21.377,0,0.263,0.344,0.198,0.306,20.806,0.02%,20.771,0.01%,318.574,355.93,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,72.5,74.929,69.935,18.799,19.556,18.777,22.509,0,22.437,0.002,0.266,0.272,0.269,0.308,22.088,0.22%,22.58,0.02%,340.264,399.972,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,36.365,38.109,35.433,10.07,11.027,10.002,15.624,0,14.513,0,0.279,0.379,0.278,0.47,16.918,0.04%,16.993,0.00%,396.513,532.144,1
FTTC,2563-5000,Rural,3,FTTC ,40,FTTC,20.598,22.705,20.301,1.887,1.976,1.886,22.219,0,22.52,0,0.359,0.289,0.392,0.336,27.222,0.02%,26.945,0.05%,430.427,431.392,1
FTTC,,,,FTTC ,40,FTTC,33.648,37.674,33.74,1.939,1.985,,22.417,0,22.011,0,3.915,0.396,0.775,0.53,17.104,0.03%,13.541,0.05%,205.804,,1
FTTC,1143-1367,Urban,3,FTTC ,80,FTTC,59.049,59.698,59.163,12.089,12.676,12.079,15.39,0,15.562,0,0.494,0.425,0.463,0.421,15.674,0.03%,15.646,0.07%,243.852,238.308,1
FTTC,763-946,Urban,3,FTTC ,80,FTTC,37.403,37.475,37.388,9.662,10.073,9.641,16.705,0.001,16.709,0,0.221,0.177,0.22,0.201,14.845,0.04%,14.955,0.05%,236.28,240.172,1
FTTC,1992-2563,Urban,3,FTTC ,40,FTTC,30.336,31.151,29.847,7.68,8.309,7.693,22.803,0.001,23.355,0,0.339,0.37,0.309,0.341,23.57,0.01%,24.519,0.00%,346.588,352.445,1
FTTC,1635-1992,Urban,3,FTTC ,80,FTTC,67.235,74.536,62.204,16.588,20.11,15.411,26.73,0,27.623,0,1.614,0.358,3.06,0.374,25.969,0.08%,26.786,0.03%,422.556,563.119,1
FTTC,2563-5000,Rural,3,FTTC ,40,FTTC,34.544,35.606,34.56,9.104,9.511,9.123,31.557,0.002,31.544,0,0.5,0.811,0.576,0.916,31.217,0.24%,31.5,0.00%,491.491,543.616,1
FTTC,0-385,Urban,3,FTTC ,80,FTTC,42.983,55.207,42.774,18.985,19.48,18.971,13.976,0.005,17.713,0.011,0.285,0.342,0.294,0.542,11.317,0.04%,11.306,0.05%,195.06,197.613,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,68.55,69.198,67.802,17.303,17.659,17.129,13.81,0,13.928,0,0.36,0.365,0.356,0.397,12.782,0.08%,12.902,0.16%,202.304,191.164,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,41.659,42.959,41.449,10.749,11.086,10.738,13.242,0,13.141,0,0.431,0.323,0.424,0.338,12.217,0.04%,12.38,0.07%,229.529,247.602,1
FTTC,385-582,Urban,3,FTTC ,80,FTTC,67.178,67.331,67.136,18.747,19.108,18.774,8.205,0,8.294,0,0.386,0.4,0.38,0.413,6.464,0.04%,6.496,0.02%,140.18,128.52,1
FTTC,946-1143,Urban,3,FTTC ,40,FTTC,36.843,38.559,37.205,9.732,10.22,9.787,16.144,0,16.176,0,0.26,0.217,0.256,0.232,15.716,0.12%,15.751,0.13%,259.701,267.146,1
FTTC,582-763,Urban,2,FTTC ,80,FTTC,62.545,63.133,61.86,18.766,19.375,18.704,11.823,0.006,16.721,0.026,0.326,0.392,0.353,0.575,8.774,0.08%,9.165,0.33%,154.934,154.071,1
FTTC,1143-1367,Urban,3,FTTC ,80,FTTC,64.185,66.223,62.542,18.34,19.403,18.195,23.406,0,23.491,0,0.375,0.412,0.398,0.434,22.886,0.08%,22.785,0.10%,342.291,339.824,1
FTTC,582-763,Urban,3,FTTC ,80,FTTC,59.766,61.95,59.501,16.783,18.203,16.943,18.05,0.005,21.727,0.028,0.258,0.257,0.285,0.373,14.406,0.04%,14.609,0.07%,236.233,226.649,1
FTTC,2563-5000,Urban,3,FTTC ,80,FTTC,71.281,74.785,67.168,18.787,19.851,18.777,15.84,0,15.843,0,0.2,0.184,0.201,0.223,14.475,0.09%,14.388,0.01%,231.395,249.835,1
FTTC,,,,FTTC ,80,FTTC,66.273,70.557,66.561,18.372,19.366,18.23,27.769,0,27.779,0,0.344,0.314,0.356,0.334,27.849,0.05%,28.449,0.01%,399.308,399.738,1
FTTC,1367-1635,Urban,3,FTTC ,80,FTTC,63.12,64.186,64.026,18.899,19.962,18.813,18.514,0,18.268,0,0.368,0.259,,,18.896,0.18%,,,260.896,246.513,1
FTTC,2563-5000,Urban,3,FTTC ,80,FTTC,73.567,74.936,72.411,17.983,19.254,17.62,15.967,0,16.17,0,0.222,0.198,0.221,0.242,15.362,0.19%,15.374,0.06%,291.013,347.393,1
FTTC,1143-1367,Urban,3,FTTC ,80,FTTC,50.28,57.871,46.603,18.637,19.278,18.643,18.456,0.003,26.004,0.014,0.279,0.325,0.267,0.418,14.021,0.04%,14.246,0.04%,225.346,211.193,1
FTTC,582-763,Urban,3,FTTC ,40,FTTC,36.457,37.395,36.594,9.604,9.83,9.595,16.654,0.007,17.947,0.03,0.347,0.311,0.378,0.446,13.983,0.20%,14.243,0.18%,224.894,238.667,1
FTTC,1143-1367,Urban,3,FTTC ,40,FTTC,18.269,22.192,17.956,1.86,2.003,1.849,17.988,0,17.985,0,0.898,0.746,0.96,0.921,25.746,0.06%,29.114,0.05%,470.488,438.525,1
FTTC,1367-1635,Urban,3,FTTC ,80,FTTC,50.661,50.822,50.477,17.262,18.091,17.29,23.335,0,23.473,0,0.229,0.186,0.25,0.219,22.367,0.10%,22.481,0.01%,337.662,345.385,1
FTTC,1143-1367,Urban,3,FTTC ,80,FTTC,46.673,55.399,38.43,18.72,19.298,18.76,17.677,0.002,19.647,0.005,0.223,0.77,0.22,2.72,18.537,0.20%,20.166,0.44%,348.172,831.655,1
FTTC,1635-1992,Urban,3,FTTC ,80,FTTC,62.053,64.465,61.376,18.801,19.383,18.766,20.05,0,19.983,0,0.788,0.889,0.854,0.939,20.254,0.04%,20.458,0.04%,348.272,389.845,1
FTTC,1143-1367,Urban,3,FTTC ,80,FTTC,43.634,49.819,42.199,15.146,15.696,15.006,15.839,0.002,16.495,0,0.629,0.799,0.392,2.006,14.148,0.09%,15.787,0.03%,239.537,254.684,1
FTTC,1367-1635,Urban,3,FTTC ,40,FTTC,29.976,31.412,29.993,7.442,9.581,7.291,28.843,0.006,32.731,0.024,0.311,0.294,0.37,0.508,26.43,0.11%,26.68,0.08%,381.387,415.302,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,37.74,38.283,37.736,9.573,9.823,9.596,7.309,0,7.218,0,0.379,0.347,0.37,0.364,5.856,0.02%,5.882,0.01%,139.951,145.773,1
FTTC,1635-1992,Urban,3,FTTC ,80,FTTC,58.168,60.642,56.42,18.501,19.39,18.041,18.747,0.006,22.164,0.022,0.312,0.383,0.372,0.551,16.414,0.41%,16.802,0.54%,246.692,250.319,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,39.229,40.913,39.273,9.754,10.161,9.778,18.662,0.001,18.416,0,1.384,0.571,0.754,0.583,18.427,0.16%,18.136,0.07%,271.173,289.124,1
FTTC,1143-1367,Urban,3,FTTC ,40,FTTC,37.256,37.659,37.068,1.865,1.981,1.876,14.856,0,14.164,0,1.264,0.185,0.528,0.209,15.092,0.05%,14.328,0.01%,235.668,223.255,1
FTTC,763-946,Urban,3,FTTC ,80,FTTC,56.76,57.403,56.271,17.17,18.407,17.263,17.203,0.001,17.277,0.004,0.346,0.293,0.349,0.286,15.05,0.17%,15.101,0.02%,240.462,222.061,1
FTTC,1992-2563,Urban,3,FTTC ,40,FTTC,37.256,37.788,37.069,9.752,10.212,9.76,24.169,0,24.22,0,0.259,0.201,0.254,0.243,23.024,0.05%,22.938,0.01%,337.863,347.981,1
